"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.593775548E0,-8.805000782E-2,2.320500165E-1,9.895950317E0,9.899062213E0
1.598778548E0,-1.140000075E-1,2.130000144E-1,9.948000908E0,9.950933980E0
1.603781317E0,-1.099500060E-1,2.440500110E-1,9.939000130E0,9.942603934E0
1.608784086E0,-1.170000061E-1,2.370000184E-1,9.924000740E0,9.927519766E0
1.613786865E0,-1.170000061E-1,2.320500165E-1,9.922050476E0,9.925453232E0
1.618790250E0,-1.189500093E-1,2.320500165E-1,9.934050560E0,9.937472357E0
1.623792760E0,-1.120500043E-1,2.250000089E-1,9.936000824E0,9.939179673E0
1.628795760E0,-1.170000061E-1,2.269500047E-1,9.934050560E0,9.937331424E0
1.633798606E0,-1.069500074E-1,2.269500047E-1,9.939000130E0,9.942166172E0
1.638801298E0,-1.309500039E-1,2.370000184E-1,9.922050476E0,9.925744434E0
1.643803837E0,-1.020000055E-1,2.389500141E-1,9.895950317E0,9.899360272E0
1.648806529E0,-1.000500023E-1,2.440500110E-1,9.910050392E0,9.913559864E0
1.653809279E0,-1.240500063E-1,2.389500141E-1,9.936000824E0,9.939647775E0
1.658811741E0,-9.495000541E-2,2.440500110E-1,9.916950226E0,9.920407133E0
1.663814490E0,-9.795000404E-2,2.440500110E-1,9.924000740E0,9.927484339E0
1.668817028E0,-1.360500008E-1,2.340000123E-1,9.907950401E0,9.911647026E0
1.673819726E0,-1.120500043E-1,2.149500102E-1,9.924000740E0,9.926960733E0
1.678821880E0,-1.189500093E-1,2.200500071E-1,9.946050644E0,9.949195672E0
1.683824096E0,-1.309500039E-1,2.170500159E-1,9.898050308E0,9.901295800E0
1.688826481E0,-1.140000075E-1,2.250000089E-1,9.916950226E0,9.920157397E0
1.693828942E0,-8.805000782E-2,2.269500047E-1,9.924000740E0,9.926985937E0
1.698831081E0,-1.069500074E-1,2.320500165E-1,9.928950310E0,9.932237400E0
1.703833543E0,-1.219500080E-1,2.050500065E-1,9.936000824E0,9.938864607E0
1.708836004E0,-1.309500039E-1,2.080500126E-1,9.922050476E0,9.925095383E0
1.713838187E0,-1.309500039E-1,2.490000129E-1,9.922050476E0,9.926038211E0
1.718840649E0,-1.069500074E-1,2.269500047E-1,9.939000130E0,9.942166172E0
1.723842890E0,-1.240500063E-1,2.250000089E-1,9.936000824E0,9.939322199E0
1.728845351E0,-1.290000081E-1,2.220000178E-1,9.910050392E0,9.913376003E0
1.733847731E0,-1.120500043E-1,2.200500071E-1,9.922050476E0,9.925122813E0
1.738850192E0,-1.429500133E-1,2.149500102E-1,9.934050560E0,9.937404024E0
1.743852678E0,-1.260000020E-1,2.440500110E-1,9.936000824E0,9.939796214E0
1.748855139E0,-1.189500093E-1,2.200500071E-1,9.919950485E0,9.923103786E0
1.753857389E0,-1.189500093E-1,2.080500126E-1,9.895950317E0,9.898851782E0
1.758859851E0,-1.020000055E-1,2.340000123E-1,9.946050644E0,9.949325777E0
1.763862553E0,-1.219500080E-1,2.410500050E-1,9.946050644E0,9.949718605E0
1.768865399E0,-1.170000061E-1,2.370000184E-1,9.915000916E0,9.918523134E0
1.773868414E0,-1.020000055E-1,2.290500104E-1,9.939000130E0,9.942162314E0
1.778871184E0,-1.120500043E-1,2.250000089E-1,9.928950310E0,9.932131416E0
1.783874260E0,-1.189500093E-1,2.220000178E-1,9.928950310E0,9.932144147E0
1.788877035E0,-1.140000075E-1,2.100000083E-1,9.939000130E0,9.941872036E0
1.793879804E0,-1.219500080E-1,2.320500165E-1,9.934050560E0,9.937508719E0
1.798882962E0,-1.170000061E-1,2.050500065E-1,9.948000908E0,9.950801805E0
1.803885962E0,-1.260000020E-1,2.250000089E-1,9.948000908E0,9.951342777E0
1.808888500E0,-1.140000075E-1,2.100000083E-1,9.936000824E0,9.938873597E0
1.813891592E0,-8.595000207E-2,2.220000178E-1,9.931950569E0,9.934803144E0
1.818894592E0,-1.170000061E-1,2.220000178E-1,9.939000130E0,9.942167600E0
1.823897471E0,-1.140000075E-1,2.220000178E-1,9.904950142E0,9.908093526E0
1.828900241E0,-1.050000042E-1,2.269500047E-1,9.901050568E0,9.904207876E0
1.833902702E0,-1.260000020E-1,2.130000144E-1,9.904950142E0,9.908041296E0
1.838905471E0,-1.240500063E-1,2.269500047E-1,9.916950226E0,9.920322399E0
1.843907942E0,-1.140000075E-1,2.250000089E-1,9.952950478E0,9.956146052E0
1.848910711E0,-1.240500063E-1,2.220000178E-1,9.912000656E0,9.915262448E0
1.853913490E0,-1.069500074E-1,2.320500165E-1,9.927000046E0,9.930287781E0
1.858915875E0,-1.069500074E-1,2.370000184E-1,9.922050476E0,9.925456814E0
1.863918414E0,-1.189500093E-1,2.220000178E-1,9.924000740E0,9.927196170E0
1.868920798E0,-1.240500063E-1,2.290500104E-1,9.927000046E0,9.930417021E0
1.873923576E0,-1.170000061E-1,2.370000184E-1,9.922050476E0,9.925570193E0
1.878926346E0,-1.339500099E-1,2.080500126E-1,9.919950485E0,9.923036080E0
1.883928889E0,-1.120500043E-1,2.149500102E-1,9.889050484E0,9.892020935E0
1.888931889E0,-1.410000026E-1,2.340000123E-1,9.924000740E0,9.927760457E0
1.893934418E0,-1.309500039E-1,2.200500071E-1,9.912000656E0,9.915307707E0
1.898936879E0,-1.309500039E-1,2.220000178E-1,9.907950401E0,9.911302289E0
1.903939648E0,-1.189500093E-1,2.269500047E-1,9.940950394E0,9.944252116E0
1.908942341E0,-1.219500080E-1,2.100000083E-1,9.924000740E0,9.926971466E0
1.913944860E0,-9.495000541E-2,2.340000123E-1,9.907950401E0,9.911168078E0
1.918947860E0,-1.099500060E-1,2.440500110E-1,9.916950226E0,9.920562040E0
1.923950630E0,-1.069500074E-1,2.389500141E-1,9.939000130E0,9.942447334E0
1.928953476E0,-1.120500043E-1,2.080500126E-1,9.919950485E0,9.922764617E0
1.933955630E0,-1.309500039E-1,2.220000178E-1,9.931950569E0,9.935294360E0
1.938958399E0,-1.309500039E-1,2.250000089E-1,9.939000130E0,9.942408988E0
1.943961091E0,-1.120500043E-1,2.170500159E-1,9.927000046E0,9.930004825E0
1.948963630E0,-1.069500074E-1,2.290500104E-1,9.927000046E0,9.930218131E0
1.953966327E0,-1.170000061E-1,2.220000178E-1,9.934050560E0,9.937219608E0
1.958968865E0,-1.069500074E-1,2.320500165E-1,9.912000656E0,9.915293365E0
1.963971543E0,-1.099500060E-1,2.200500071E-1,9.907950401E0,9.911003590E0
1.968974389E0,-1.189500093E-1,2.370000184E-1,9.934050560E0,9.937589177E0
1.973976865E0,-1.189500093E-1,2.389500141E-1,9.924000740E0,9.927589682E0
1.978979865E0,-8.595000207E-2,2.250000089E-1,9.910050392E0,9.912976908E0
1.983982317E0,-1.069500074E-1,2.269500047E-1,9.922050476E0,9.925221925E0
1.988984779E0,-1.290000081E-1,2.220000178E-1,9.907950401E0,9.911276717E0
1.993987317E0,-1.099500060E-1,2.250000089E-1,9.924000740E0,9.927159951E0
1.998990303E0,-9.795000404E-2,2.320500165E-1,9.922050476E0,9.925246952E0
2.003993380E0,-1.290000081E-1,2.010000050E-1,9.922050476E0,9.924924567E0
2.008996457E0,-1.260000020E-1,2.149500102E-1,9.940950394E0,9.944072317E0
2.013999553E0,-1.099500060E-1,2.370000184E-1,9.904950142E0,9.908395194E0
2.019002937E0,-1.050000042E-1,2.340000123E-1,9.927000046E0,9.930312730E0
2.024005793E0,-1.189500093E-1,2.170500159E-1,9.910050392E0,9.913140703E0
2.029008870E0,-9.495000541E-2,2.100000083E-1,9.915000916E0,9.917679097E0
2.034011880E0,-9.795000404E-2,2.269500047E-1,9.919950485E0,9.923029685E0
2.039015033E0,-1.020000055E-1,2.200500071E-1,9.907950401E0,9.910918583E0
2.044018418E0,-1.000500023E-1,2.200500071E-1,9.928950310E0,9.931892381E0
2.049021726E0,-1.170000061E-1,2.220000178E-1,9.934050560E0,9.937219608E0
2.054025110E0,-1.170000061E-1,2.100000083E-1,9.916950226E0,9.919863446E0
2.059027957E0,-1.140000075E-1,2.200500071E-1,9.907950401E0,9.911049347E0
2.064030702E0,-1.020000055E-1,2.410500050E-1,9.907950401E0,9.911407078E0
2.069033702E0,-1.000500023E-1,2.340000123E-1,9.915000916E0,9.918266439E0
2.074037418E0,-1.189500093E-1,2.130000144E-1,9.928950310E0,9.931947058E0
2.079040803E0,-1.140000075E-1,2.149500102E-1,9.912000656E0,9.914986461E0
2.084043962E0,-1.140000075E-1,2.170500159E-1,9.907950401E0,9.910983194E0
2.089047577E0,-1.020000055E-1,2.130000144E-1,9.901050568E0,9.903866687E0
2.094050971E0,-1.219500080E-1,2.269500047E-1,9.934050560E0,9.937390937E0
2.099054355E0,-1.099500060E-1,2.460000068E-1,9.931950569E0,9.935605020E0
2.104057413E0,-1.309500039E-1,2.149500102E-1,9.931950569E0,9.935139331E0
2.109061105E0,-1.240500063E-1,2.410500050E-1,9.952950478E0,9.956641839E0
2.114064481E0,-9.105000645E-2,2.389500141E-1,9.939000130E0,9.942289012E0
2.119067866E0,-1.020000055E-1,2.290500104E-1,9.903000832E0,9.906174508E0
2.124070986E0,-1.020000055E-1,2.200500071E-1,9.936000824E0,9.938960629E0
2.129074909E0,-1.170000061E-1,2.389500141E-1,9.922050476E0,9.925616946E0
2.134078625E0,-1.140000075E-1,2.410500050E-1,9.912000656E0,9.915586625E0
2.139081779E0,-1.189500093E-1,2.320500165E-1,9.928950310E0,9.932373864E0
2.144084842E0,-1.099500060E-1,2.220000178E-1,9.916950226E0,9.920044092E0
2.149088150E0,-1.290000081E-1,2.250000089E-1,9.927000046E0,9.930387501E0
2.154090673E0,-1.050000042E-1,2.250000089E-1,9.928950310E0,9.932054383E0
2.159093673E0,-1.020000055E-1,2.149500102E-1,9.927000046E0,9.929850826E0
2.164096736E0,-1.120500043E-1,2.320500165E-1,9.943950653E0,9.947288927E0
2.169099582E0,-1.069500074E-1,2.389500141E-1,9.903000832E0,9.906460563E0
2.174102644E0,-1.000500023E-1,2.200500071E-1,9.934050560E0,9.936991121E0
2.179105721E0,-9.795000404E-2,2.170500159E-1,9.928950310E0,9.931805433E0
2.184108798E0,-1.000500023E-1,2.389500141E-1,9.922050476E0,9.925431616E0
2.189111798E0,-1.069500074E-1,2.320500165E-1,9.916950226E0,9.920241292E0
2.194115259E0,-1.219500080E-1,2.389500141E-1,9.904950142E0,9.908582453E0
2.199118331E0,-1.140000075E-1,2.340000123E-1,9.924000740E0,9.927413696E0
2.204121716E0,-1.069500074E-1,1.980000138E-1,9.927000046E0,9.929550454E0
2.209124716E0,-1.000500023E-1,2.269500047E-1,9.915000916E0,9.918102614E0
2.214128183E0,-1.120500043E-1,2.250000089E-1,9.892950058E0,9.896142736E0
2.219131260E0,-1.170000061E-1,2.340000123E-1,9.927000046E0,9.930446864E0
2.224134649E0,-1.020000055E-1,2.370000184E-1,9.940950394E0,9.944298253E0
2.229137957E0,-8.595000207E-2,2.149500102E-1,9.919950485E0,9.922651286E0
2.234141039E0,-1.380000114E-1,2.320500165E-1,9.898050308E0,9.901731723E0
2.239144116E0,-1.050000042E-1,2.269500047E-1,9.892950058E0,9.896109951E0
2.244146942E0,-1.000500023E-1,2.250000089E-1,9.915000916E0,9.918058185E0
2.249149942E0,-1.120500043E-1,2.490000129E-1,9.915000916E0,9.918759971E0
2.254153019E0,-1.309500039E-1,2.269500047E-1,9.910050392E0,9.913513655E0
2.259156101E0,-1.170000061E-1,2.100000083E-1,9.922050476E0,9.924962199E0
2.264159255E0,-1.120500043E-1,2.290500104E-1,9.940950394E0,9.944220122E0
2.269162562E0,-1.120500043E-1,2.340000123E-1,9.924000740E0,9.927391495E0
2.274166024E0,-1.290000081E-1,2.290500104E-1,9.904950142E0,9.908437931E0
2.279169332E0,-1.240500063E-1,2.250000089E-1,9.922050476E0,9.925376520E0
2.284172490E0,-1.170000061E-1,2.340000123E-1,9.910050392E0,9.913503103E0
2.289175183E0,-1.219500080E-1,2.170500159E-1,9.919950485E0,9.923074128E0
2.294178039E0,-1.000500023E-1,2.320500165E-1,9.931950569E0,9.935164786E0
2.299181347E0,-8.595000207E-2,2.509500086E-1,9.919950485E0,9.923496407E0
2.304184520E0,-1.120500043E-1,2.320500165E-1,9.928950310E0,9.932293626E0
2.309188136E0,-1.189500093E-1,2.250000089E-1,9.903000832E0,9.906270720E0
2.314191813E0,-1.120500043E-1,2.200500071E-1,9.922050476E0,9.925122813E0
2.319195275E0,-9.795000404E-2,2.250000089E-1,9.948000908E0,9.951027147E0
2.324198347E0,-1.189500093E-1,2.269500047E-1,9.919950485E0,9.923259194E0
2.329201654E0,-1.020000055E-1,2.080500126E-1,9.927000046E0,9.929703859E0
2.334205034E0,-1.099500060E-1,2.250000089E-1,9.931950569E0,9.935107252E0
2.339208111E0,-1.020000055E-1,2.130000144E-1,9.931950569E0,9.934757929E0
2.344211496E0,-1.120500043E-1,2.130000144E-1,9.936000824E0,9.938915262E0
2.349215188E0,-1.189500093E-1,2.269500047E-1,9.919950485E0,9.923259194E0
2.354218342E0,-1.189500093E-1,2.290500104E-1,9.936000824E0,9.939352363E0
2.359221419E0,-1.050000042E-1,2.100000083E-1,9.922050476E0,9.924827991E0
2.364224492E0,-1.170000061E-1,2.269500047E-1,9.919950485E0,9.923236011E0
2.369227492E0,-1.260000020E-1,2.440500110E-1,9.916950226E0,9.920752904E0
2.374229948E0,-1.000500023E-1,2.440500110E-1,9.940950394E0,9.944448961E0
2.379232717E0,-1.140000075E-1,2.320500165E-1,9.934050560E0,9.937414339E0
2.384235487E0,-9.495000541E-2,2.130000144E-1,9.922050476E0,9.924790686E0
2.389238025E0,-1.140000075E-1,2.320500165E-1,9.922050476E0,9.925418322E0
2.394241102E0,-1.140000075E-1,2.290500104E-1,9.931950569E0,9.935245443E0
2.399244487E0,-1.069500074E-1,2.460000068E-1,9.948000908E0,9.951616772E0
2.404247794E0,-9.300000221E-2,2.290500104E-1,9.955950737E0,9.959019429E0
2.409251179E0,-9.495000541E-2,2.290500104E-1,9.948000908E0,9.951090467E0
2.414254890E0,-1.099500060E-1,2.370000184E-1,9.912000656E0,9.915443259E0
2.419258044E0,-1.000500023E-1,2.269500047E-1,9.924000740E0,9.927099627E0
2.424261352E0,-9.495000541E-2,2.100000083E-1,9.904950142E0,9.907631040E0
2.429264395E0,-1.000500023E-1,1.980000138E-1,9.907950401E0,9.910433652E0
2.434267779E0,-1.219500080E-1,2.200500071E-1,9.928950310E0,9.932137135E0
2.439270847E0,-1.290000081E-1,2.250000089E-1,9.927000046E0,9.930387501E0
2.444273924E0,-1.000500023E-1,2.389500141E-1,9.928950310E0,9.932329101E0
2.449277001E0,-8.805000782E-2,2.580000162E-1,9.928950310E0,9.932692035E0
2.454280150E0,-1.170000061E-1,2.410500050E-1,9.901050568E0,9.904675484E0
2.459282919E0,-1.219500080E-1,2.370000184E-1,9.916950226E0,9.920531367E0
2.464285673E0,-1.170000061E-1,2.149500102E-1,9.931950569E0,9.934965255E0
2.469288750E0,-1.020000055E-1,2.170500159E-1,9.936000824E0,9.938894661E0
2.474291442E0,-1.219500080E-1,2.269500047E-1,9.924000740E0,9.927344499E0
2.479294529E0,-1.219500080E-1,2.320500165E-1,9.934050560E0,9.937508719E0
2.484297375E0,-9.105000645E-2,2.320500165E-1,9.927000046E0,9.930129265E0
2.489300683E0,-9.105000645E-2,2.290500104E-1,9.904950142E0,9.908016518E0
2.494304081E0,-1.120500043E-1,2.269500047E-1,9.903000832E0,9.906234753E0
2.499307543E0,-1.099500060E-1,2.170500159E-1,9.924000740E0,9.926982946E0
2.504310620E0,-1.260000020E-1,2.290500104E-1,9.915000916E0,9.918446605E0
2.509313928E0,-1.140000075E-1,2.340000123E-1,9.919950485E0,9.923364834E0
2.514316774E0,-1.120500043E-1,2.050500065E-1,9.922050476E0,9.924801578E0
2.519319543E0,-1.099500060E-1,2.170500159E-1,9.939000130E0,9.941977836E0
2.524322245E0,-1.099500060E-1,2.370000184E-1,9.936000824E0,9.939435114E0
2.529324784E0,-1.140000075E-1,2.200500071E-1,9.934050560E0,9.937141366E0
2.534327548E0,-1.380000114E-1,2.200500071E-1,9.936000824E0,9.939395272E0
2.539330933E0,-1.069500074E-1,2.250000089E-1,9.936000824E0,9.939123487E0
2.544334226E0,-8.595000207E-2,2.290500104E-1,9.889050484E0,9.892076161E0
2.549337996E0,-1.140000075E-1,2.100000083E-1,9.922050476E0,9.924927287E0
2.554341303E0,-1.360500008E-1,2.170500159E-1,9.919950485E0,9.923257426E0
2.559343842E0,-1.020000055E-1,2.170500159E-1,9.924000740E0,9.926898075E0
2.564346592E0,-1.050000042E-1,2.010000050E-1,9.927000046E0,9.929589917E0
2.569349669E0,-1.290000081E-1,2.410500050E-1,9.916950226E0,9.920718114E0
2.574352039E0,-9.495000541E-2,2.370000184E-1,9.934050560E0,9.937330881E0
2.579354500E0,-1.170000061E-1,2.170500159E-1,9.910050392E0,9.913117496E0
2.584357264E0,-1.260000020E-1,2.340000123E-1,9.903000832E0,9.906566382E0
2.589359803E0,-1.360500008E-1,2.170500159E-1,9.915000916E0,9.918309507E0
2.594362548E0,-1.189500093E-1,2.050500065E-1,9.919950485E0,9.922782485E0
2.599364933E0,-1.000500023E-1,2.100000083E-1,9.922050476E0,9.924776857E0
2.604367418E0,-1.000500023E-1,2.149500102E-1,9.943950653E0,9.946776769E0
2.609370187E0,-1.140000075E-1,2.389500141E-1,9.924000740E0,9.927531607E0
2.614372721E0,-1.120500043E-1,2.530499995E-1,9.903000832E0,9.906867062E0
2.619375413E0,-1.020000055E-1,2.250000089E-1,9.922050476E0,9.925125423E0
2.624377967E0,-1.240500063E-1,2.170500159E-1,9.927000046E0,9.930147482E0
2.629380967E0,-1.120500043E-1,2.200500071E-1,9.922050476E0,9.925122813E0
2.634384136E0,-1.020000055E-1,2.220000178E-1,9.912000656E0,9.915011095E0
2.639386905E0,-1.219500080E-1,2.370000184E-1,9.912000656E0,9.915583584E0
2.644389660E0,-1.099500060E-1,2.509500086E-1,9.940950394E0,9.944725217E0
2.649392660E0,-1.000500023E-1,2.290500104E-1,9.952950478E0,9.956088445E0
2.654395199E0,-1.170000061E-1,2.290500104E-1,9.940950394E0,9.944277130E0
2.659397867E0,-1.260000020E-1,2.340000123E-1,9.919950485E0,9.923509945E0
2.664400021E0,-1.020000055E-1,2.149500102E-1,9.927000046E0,9.929850826E0
2.669402559E0,-1.260000020E-1,2.220000178E-1,9.946050644E0,9.949325777E0
2.674405035E0,-1.069500074E-1,2.200500071E-1,9.940950394E0,9.943960732E0
2.679407419E0,-1.050000042E-1,2.080500126E-1,9.934050560E0,9.936783702E0
2.684409876E0,-1.240500063E-1,2.269500047E-1,9.907950401E0,9.911325636E0
2.689412337E0,-9.495000541E-2,2.440500110E-1,9.919950485E0,9.923406348E0
2.694414799E0,-1.099500060E-1,2.200500071E-1,9.936000824E0,9.939045396E0
2.699417030E0,-1.000500023E-1,2.389500141E-1,9.931950569E0,9.935328340E0
2.704419491E0,-1.020000055E-1,2.509500086E-1,9.928950310E0,9.932644872E0
2.709422213E0,-1.120500043E-1,2.340000123E-1,9.931950569E0,9.935338611E0
2.714424751E0,-1.120500043E-1,2.269500047E-1,9.910050392E0,9.913282014E0
2.719427828E0,-1.020000055E-1,2.050500065E-1,9.916950226E0,9.919594311E0
2.724430905E0,-1.219500080E-1,2.220000178E-1,9.916950226E0,9.920184353E0
2.729433905E0,-1.170000061E-1,2.170500159E-1,9.934050560E0,9.937110256E0
2.734436353E0,-1.219500080E-1,2.250000089E-1,9.936000824E0,9.939296212E0
2.739439199E0,-1.339500099E-1,2.250000089E-1,9.940950394E0,9.944398541E0
2.744442203E0,-8.805000782E-2,2.029500157E-1,9.915000916E0,9.917468662E0
2.749444741E0,-1.000500023E-1,2.250000089E-1,9.946050644E0,9.949098372E0
2.754447506E0,-1.069500074E-1,2.340000123E-1,9.948000908E0,9.951327367E0
2.759450199E0,-1.240500063E-1,2.290500104E-1,9.916950226E0,9.920370663E0
2.764452982E0,-1.189500093E-1,2.220000178E-1,9.919950485E0,9.923147220E0
2.769455828E0,-1.120500043E-1,2.200500071E-1,9.910050392E0,9.913126449E0
2.774458828E0,-1.050000042E-1,2.389500141E-1,9.903000832E0,9.906439703E0
2.779461367E0,-1.120500043E-1,2.290500104E-1,9.912000656E0,9.915279931E0
2.784464420E0,-9.795000404E-2,2.320500165E-1,9.936000824E0,9.939192814E0
2.789467189E0,-1.099500060E-1,2.370000184E-1,9.936000824E0,9.939435114E0
2.794469886E0,-1.189500093E-1,2.269500047E-1,9.943950653E0,9.947251379E0
2.799473040E0,-1.050000042E-1,2.269500047E-1,9.931950569E0,9.935098058E0
2.804476040E0,-1.069500074E-1,2.220000178E-1,9.927000046E0,9.930058017E0
2.809478516E0,-1.240500063E-1,2.250000089E-1,9.924000740E0,9.927326130E0
2.814480977E0,-1.240500063E-1,2.250000089E-1,9.912000656E0,9.915330071E0
2.819484038E0,-1.360500008E-1,2.410500050E-1,9.936000824E0,9.939855486E0
2.824487192E0,-1.219500080E-1,2.130000144E-1,9.927000046E0,9.930033772E0
2.829490500E0,-1.120500043E-1,2.220000178E-1,9.928950310E0,9.932063908E0
2.834493269E0,-1.170000061E-1,2.320500165E-1,9.927000046E0,9.930401106E0
2.839496346E0,-1.050000042E-1,2.130000144E-1,9.927000046E0,9.929840075E0
2.844499803E0,-1.240500063E-1,2.100000083E-1,9.936000824E0,9.938993952E0
2.849502496E0,-1.099500060E-1,2.290500104E-1,9.927000046E0,9.930250894E0
2.854505573E0,-9.495000541E-2,2.200500071E-1,9.928950310E0,9.931842315E0
2.859508650E0,-1.120500043E-1,2.100000083E-1,9.936000824E0,9.938851422E0
2.864511496E0,-1.260000020E-1,2.170500159E-1,9.939000130E0,9.942168289E0
2.869514803E0,-1.140000075E-1,2.370000184E-1,9.952950478E0,9.956424470E0
2.874517683E0,-1.000500023E-1,2.530499995E-1,9.934050560E0,9.937776654E0
2.879520990E0,-1.290000081E-1,2.340000123E-1,9.939000130E0,9.942591241E0
2.884524058E0,-1.290000081E-1,2.290500104E-1,9.936000824E0,9.939477717E0
2.889527135E0,-1.099500060E-1,2.170500159E-1,9.934050560E0,9.937029749E0
2.894529573E0,-1.050000042E-1,2.370000184E-1,9.927000046E0,9.930383876E0
2.899532111E0,-1.260000020E-1,2.290500104E-1,9.922050476E0,9.925493719E0
2.904534818E0,-1.120500043E-1,2.100000083E-1,9.939000130E0,9.941849867E0
2.909537664E0,-1.219500080E-1,2.370000184E-1,9.910050392E0,9.913634025E0
2.914540361E0,-1.140000075E-1,2.320500165E-1,9.919950485E0,9.923319044E0
2.919542899E0,-1.120500043E-1,2.220000178E-1,9.927000046E0,9.930114255E0
2.924545900E0,-1.099500060E-1,2.410500050E-1,9.924000740E0,9.927536693E0
2.929548438E0,-1.099500060E-1,2.410500050E-1,9.915000916E0,9.918540077E0
2.934551515E0,-1.020000055E-1,2.340000123E-1,9.931950569E0,9.935230350E0
2.939554596E0,-1.140000075E-1,2.389500141E-1,9.910050392E0,9.913586227E0
2.944557288E0,-1.170000061E-1,2.269500047E-1,9.927000046E0,9.930283239E0
2.949559442E0,-8.805000782E-2,2.290500104E-1,9.936000824E0,9.939030591E0
2.954561880E0,-1.170000061E-1,2.250000089E-1,9.931950569E0,9.935187774E0
2.959564341E0,-1.309500039E-1,2.149500102E-1,9.915000916E0,9.918195126E0
2.964566876E0,-1.050000042E-1,2.509500086E-1,9.907950401E0,9.911684118E0
2.969569568E0,-1.069500074E-1,2.460000068E-1,9.936000824E0,9.939621053E0
2.974572452E0,-1.170000061E-1,2.220000178E-1,9.919950485E0,9.923124036E0
2.979575221E0,-1.050000042E-1,2.340000123E-1,9.948000908E0,9.951306601E0
2.984577890E0,-1.069500074E-1,2.149500102E-1,9.924000740E0,9.926904477E0
2.989580120E0,-1.000500023E-1,2.170500159E-1,9.927000046E0,9.929876667E0
2.994583158E0,-9.495000541E-2,2.440500110E-1,9.922050476E0,9.925505607E0
2.999585543E0,-1.260000020E-1,2.320500165E-1,9.915000916E0,9.918516339E0
3.004588333E0,-1.000500023E-1,2.269500047E-1,9.916950226E0,9.920051315E0
3.009590795E0,-1.069500074E-1,2.269500047E-1,9.940950394E0,9.944115815E0
3.014593333E0,-1.099500060E-1,2.080500126E-1,9.903000832E0,9.905796247E0
3.019596103E0,-1.219500080E-1,2.460000068E-1,9.904950142E0,9.908754973E0
3.024599103E0,-9.795000404E-2,2.320500165E-1,9.910050392E0,9.913250738E0
3.029602178E0,-1.069500074E-1,2.250000089E-1,9.936000824E0,9.939123487E0
3.034605025E0,-1.140000075E-1,2.200500071E-1,9.922050476E0,9.925145019E0
3.039607708E0,-1.240500063E-1,2.320500165E-1,9.922050476E0,9.925538840E0
3.044610246E0,-1.219500080E-1,2.220000178E-1,9.912000656E0,9.915236398E0
3.049613016E0,-1.240500063E-1,2.370000184E-1,9.927000046E0,9.930603573E0
3.054615997E0,-1.020000055E-1,2.269500047E-1,9.924000740E0,9.927119471E0
3.059618843E0,-1.020000055E-1,2.340000123E-1,9.927000046E0,9.930281462E0
3.064621525E0,-1.020000055E-1,2.080500126E-1,9.934050560E0,9.936752454E0
3.069624294E0,-1.120500043E-1,1.980000138E-1,9.931950569E0,9.934555919E0
3.074627448E0,-1.069500074E-1,2.389500141E-1,9.907950401E0,9.911408405E0
3.079630448E0,-1.099500060E-1,2.250000089E-1,9.922050476E0,9.925210308E0
3.084633525E0,-1.140000075E-1,2.100000083E-1,9.931950569E0,9.934824513E0
3.089636679E0,-1.290000081E-1,2.269500047E-1,9.922050476E0,9.925484016E0
3.094639669E0,-9.795000404E-2,2.340000123E-1,9.903000832E0,9.906249325E0
3.099642515E0,-1.120500043E-1,2.149500102E-1,9.934050560E0,9.937007560E0
