"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.455876328E0,-1.352600008E-2,-1.234699972E-2,4.144899920E-2,4.531468432E-2
1.460862097E0,1.284699980E-2,1.390899997E-2,2.781400084E-2,3.364705525E-2
1.465847948E0,1.285799965E-2,1.378200017E-2,2.781300060E-2,3.359813516E-2
1.470833794E0,-7.559999940E-4,-1.340600010E-2,8.229500055E-2,8.338320869E-2
1.475819409E0,-1.446100045E-2,-1.324300002E-2,1.095369980E-1,1.112782616E-1
1.480805260E0,1.184600033E-2,-1.236299984E-2,1.095379964E-1,1.108681385E-1
1.485791030E0,1.189799979E-2,1.259000041E-3,1.095379964E-1,1.101894737E-1
1.490776876E0,-1.665999996E-3,1.489000022E-2,8.229800314E-2,8.365075602E-2
1.495762732E0,-1.532499958E-2,1.234999974E-3,6.867700070E-2,7.037692280E-2
1.500748347E0,1.114999969E-2,1.136000035E-3,4.143099859E-2,4.292016581E-2
1.505734198E0,-2.496999921E-3,1.137000043E-3,1.231520027E-1,1.231825619E-1
1.510720045E0,-1.620999910E-2,1.099999994E-3,1.912530065E-1,1.919418833E-1
1.515705814E0,-1.630800031E-2,1.472700015E-2,1.640110016E-1,1.654764154E-1
1.520691660E0,-1.534700021E-2,1.014000038E-3,1.367769986E-1,1.376390423E-1
1.525677506E0,-4.248699918E-2,-1.260400005E-2,9.591600299E-2,1.056592899E-1
1.530663336E0,-4.247099906E-2,1.025000005E-3,9.591600299E-2,1.049033651E-1
1.535648952E0,-2.879999951E-2,1.035999972E-3,1.367769986E-1,1.397800437E-1
1.540634808E0,-5.238899961E-2,9.100000025E-4,2.049040049E-1,2.114972497E-1
1.545620577E0,-5.211599916E-2,9.059999720E-4,2.185260057E-1,2.246564341E-1
1.550606408E0,-2.493599989E-2,8.200000157E-4,1.776629984E-1,1.794062917E-1
1.555592254E0,2.390000038E-3,8.679999737E-4,1.368039995E-1,1.368276281E-1
1.560578101E0,-1.049800031E-2,7.110000006E-4,1.231879964E-1,1.236365480E-1
1.565563712E0,-2.404600009E-2,1.427800022E-2,1.368079931E-1,1.396370237E-1
1.570549558E0,-1.042000018E-2,1.423500013E-2,1.504289955E-1,1.514598769E-1
1.575535317E0,1.672700047E-2,1.424199995E-2,1.640470028E-1,1.655114686E-1
1.580521241E0,-9.910999797E-3,1.318600029E-2,1.640429944E-1,1.648702597E-1
1.585507010E0,3.814999945E-3,1.309200004E-2,1.640429944E-1,1.646088050E-1
1.590492639E0,1.744800061E-2,4.042600095E-2,1.095630005E-1,1.180794028E-1
1.595478403E0,1.749300025E-2,-3.680000082E-4,8.232299984E-2,8.416184874E-2
1.600464327E0,3.616000060E-3,-3.840000136E-4,9.594099969E-2,9.600988664E-2
1.605450096E0,1.725400053E-2,2.686100081E-2,1.095620021E-1,1.141185621E-1
1.610435971E0,3.539999947E-3,-1.403899956E-2,9.594000131E-2,9.702633127E-2
1.615421586E0,3.076799959E-2,1.315699983E-2,1.095599979E-1,1.145564035E-1
1.620407659E0,4.141300172E-2,1.228000037E-2,1.095329970E-1,1.177425690E-1
1.625393198E0,1.599999960E-4,1.233899966E-2,5.504800007E-2,5.641417219E-2
1.630379121E0,-1.345700026E-2,-1.225000015E-3,1.418800000E-2,1.959313209E-2
1.635364890E0,1.378499996E-2,1.240099967E-2,4.142799973E-2,4.538821630E-2
1.640350736E0,1.280099992E-2,1.150500029E-2,6.865599751E-2,7.078048195E-2
1.645336582E0,-1.467400044E-2,-2.108999994E-3,6.865300238E-2,7.023538215E-2
1.650322428E0,-1.077000052E-3,-2.012999961E-3,5.503400043E-2,5.508133351E-2
1.655307966E0,2.616400085E-2,-1.562399976E-2,5.503400043E-2,6.290791295E-2
1.660293885E0,-1.016000053E-3,-1.460199989E-2,2.780199982E-2,3.141976848E-2
1.665279654E0,-1.462899987E-2,-8.309999830E-4,1.418299973E-2,2.039253980E-2
1.670265506E0,-1.462499984E-2,1.289900020E-2,1.418399997E-2,2.411349584E-2
1.675251121E0,1.261700038E-2,-6.660000072E-4,4.142500088E-2,4.330892462E-2
1.680237193E0,-1.038999995E-3,1.211799961E-2,4.141800106E-2,4.316684198E-2
1.685222808E0,-1.470599975E-2,-1.586999977E-3,5.503699929E-2,5.698996656E-2
1.690208654E0,1.253399998E-2,-1.646999968E-3,6.865700334E-2,6.981115865E-2
1.695194501E0,-1.465300005E-2,-1.527700014E-2,5.503699929E-2,5.896752016E-2
1.700180270E0,-2.646999992E-2,-1.675999956E-3,6.866899878E-2,7.361318676E-2
1.705165885E0,-2.633200027E-2,-1.729000011E-3,8.229000121E-2,8.641763697E-2
1.710151731E0,-2.640599944E-2,-1.535599958E-2,9.590999782E-2,1.006568985E-1
1.715137578E0,-1.283599995E-2,1.188100036E-2,1.231499985E-1,1.243858641E-1
1.720123423E0,6.709999871E-4,-1.446999982E-2,1.367769986E-1,1.375419154E-1
1.725109269E0,-4.023699835E-2,-1.443099976E-2,1.503980011E-1,1.563548161E-1
1.730095038E0,1.438700035E-2,-7.619999815E-4,1.503989995E-1,1.510874762E-1
1.735080880E0,8.329999982E-4,-1.438099984E-2,1.503989995E-1,1.510872797E-1
1.740066496E0,7.270000060E-4,-8.309999830E-4,1.367779970E-1,1.367824534E-1
1.745052342E0,7.670000196E-4,-1.445799973E-2,1.503989995E-1,1.510942788E-1
1.750038192E0,6.820000126E-4,-8.399999933E-4,1.640180051E-1,1.640215740E-1
1.755023961E0,2.791900001E-2,-8.440000238E-4,1.640180051E-1,1.663793524E-1
1.760009807E0,5.559999845E-4,-8.870000020E-4,1.776379943E-1,1.776410789E-1
1.764995654E0,-1.311700046E-2,-1.451400016E-2,1.912579983E-1,1.922559071E-1
1.769981279E0,-2.678300068E-2,-2.813900076E-2,1.776369959E-1,1.818351858E-1
1.774967125E0,-1.315900031E-2,2.633699961E-2,1.640159935E-1,1.666374596E-1
1.779952971E0,1.309700031E-2,1.179900020E-2,1.503819972E-1,1.514116670E-1
1.784938799E0,-6.109999958E-4,-1.917000045E-3,1.776210070E-1,1.776324022E-1
1.789924568E0,-6.120000035E-4,-1.977999927E-3,2.048610002E-1,2.048714632E-1
1.794910399E0,-6.489999942E-4,2.525600046E-2,1.912409961E-1,1.929025800E-1
1.799896014E0,-6.699999794E-4,1.083699986E-2,1.503729969E-1,1.507644775E-1
1.804881860E0,-6.159999757E-4,1.084799971E-2,1.367529929E-1,1.371839627E-1
1.809867697E0,-1.431200001E-2,1.089300029E-2,1.367529929E-1,1.379306777E-1
1.814853543E0,1.288400032E-2,1.093900017E-2,1.095129997E-1,1.108095496E-1
1.819839327E0,2.471200004E-2,1.010499988E-2,1.367339939E-1,1.393161120E-1
1.824825173E0,-2.693000017E-3,-3.556000069E-3,1.231120005E-1,1.231927841E-1
1.829810789E0,-1.631999947E-2,-3.566999920E-3,1.367329955E-1,1.377496930E-1
1.834796851E0,-3.002200089E-2,1.004500035E-2,1.094909981E-1,1.139758800E-1
1.839782466E0,-2.633000026E-3,2.214399911E-2,8.223900199E-2,8.520881899E-2
1.844768312E0,-2.606000053E-3,8.410999551E-3,8.223900199E-2,8.270906600E-2
1.849754091E0,-2.592999954E-3,8.295999840E-3,9.585800022E-2,9.625125177E-2
1.854739938E0,-1.620100066E-2,2.185299993E-2,8.223800361E-2,8.662052451E-2
1.859725553E0,-2.438999945E-3,-5.092999898E-3,9.586100280E-2,9.602717963E-2
1.864711399E0,1.120700035E-2,2.226500027E-2,1.094830036E-1,1.122847059E-1
1.869697158E0,-1.606599987E-2,2.231699973E-2,1.094830036E-1,1.128835369E-1
1.874683081E0,-2.391000045E-3,-1.854700036E-2,8.224199712E-2,8.434129590E-2
1.879668828E0,-1.492599957E-2,-1.741000079E-2,6.863799691E-2,7.236759089E-2
1.884654674E0,-4.199999943E-2,-3.542999970E-3,9.588199854E-2,1.047373403E-1
1.889640289E0,-4.197100177E-2,-3.528000088E-3,9.588199854E-2,1.047252091E-1
1.894626135E0,-1.476499997E-2,-3.589000087E-3,9.588100016E-2,9.707755836E-2
1.899611982E0,-1.069999998E-3,-3.382999916E-3,1.095039994E-1,1.095614689E-1
1.904597828E0,-1.050999970E-3,-3.422999987E-3,9.588400275E-2,9.595083904E-2
1.909583597E0,-2.827900089E-2,-3.438000102E-3,9.588299692E-2,1.000253510E-1
1.914569443E0,1.259300020E-2,-3.078399971E-2,8.226200193E-2,8.873147837E-2
1.919555064E0,-9.169999976E-4,-3.391999984E-3,1.231250018E-1,1.231751299E-1
1.924540910E0,-8.479999960E-4,-3.385999938E-3,8.226399869E-2,8.233802026E-2
1.929526756E0,-9.239999927E-4,-3.489000024E-3,8.226399869E-2,8.234313801E-2
1.934512612E0,-9.219999774E-4,-3.555000061E-3,1.231240034E-1,1.231787657E-1
1.939498381E0,1.187099982E-2,9.339000098E-3,9.587199986E-2,9.705451003E-2
1.944484227E0,-1.539800037E-2,-4.497999791E-3,8.224999905E-2,8.379971814E-2
1.949470064E0,-1.534599997E-2,-1.819200069E-2,6.862899661E-2,7.263874847E-2
1.954455679E0,1.181400008E-2,-1.819700003E-2,9.586899728E-2,9.829326552E-2
1.959441515E0,1.094499975E-2,-1.705900021E-2,1.094930023E-1,1.113531322E-1
1.964427361E0,3.810599819E-2,1.029499993E-2,1.094930023E-1,1.163905996E-1
1.969413131E0,1.086299960E-2,1.030800026E-2,1.231129989E-1,1.240204424E-1
1.974398953E0,-2.656999975E-3,-3.261999926E-3,8.225400001E-2,8.236152506E-2
1.979384568E0,-2.553000115E-3,-1.568499953E-2,9.588500112E-2,9.719295479E-2
1.984370424E0,-2.720999997E-3,-1.547200046E-2,1.231250018E-1,1.241231353E-1
1.989356501E0,-1.635099947E-2,-2.017999999E-3,9.588400275E-2,9.728910263E-2
1.994342117E0,-2.767000115E-3,1.163300034E-2,1.367450058E-1,1.372668190E-1
1.999327972E0,-2.672000090E-3,-1.821000013E-3,1.095060036E-1,1.095537331E-1
2.004313741E0,-2.653999953E-3,-1.850000001E-3,9.588599950E-2,9.594056033E-2
2.009299356E0,-2.988499962E-2,1.181500033E-2,1.095070019E-1,1.141248917E-1
2.014285204E0,-1.630200073E-2,1.186800003E-2,1.095070019E-1,1.113480495E-1
2.019271050E0,-1.535100024E-2,1.108200010E-2,9.588599950E-2,9.773734616E-2
2.024256896E0,-1.718000043E-3,-2.572000027E-3,1.231269985E-1,1.231658414E-1
2.029242722E0,1.191299967E-2,2.470700070E-2,1.367470026E-1,1.394707789E-1
2.034228491E0,1.192199998E-2,2.466000058E-2,1.367470026E-1,1.394632297E-1
2.039214356E0,-1.546000014E-3,-2.527999924E-3,1.231279969E-1,1.231636494E-1
2.044199972E0,-1.514500007E-2,1.113899983E-2,1.095080003E-1,1.111100827E-1
2.049186054E0,-1.558999997E-3,2.485400066E-2,1.231290027E-1,1.256220647E-1
2.054171669E0,-1.551999943E-3,1.118899975E-2,1.367489994E-1,1.372147632E-1
2.059157438E0,-1.494999975E-3,1.042400021E-2,1.231229976E-1,1.235725185E-1
2.064143285E0,-1.505399961E-2,1.038799994E-2,9.588199854E-2,9.761091686E-2
2.069129131E0,-2.856599912E-2,1.037700009E-2,1.095030010E-1,1.136424466E-1
2.074114972E0,-1.497399993E-2,1.041499991E-2,1.231240034E-1,1.244677192E-1
2.079100818E0,-1.307999948E-3,9.668000042E-3,1.094980016E-1,1.099317673E-1
2.084086357E0,-2.853599936E-2,9.537000209E-3,1.367380023E-1,1.400090672E-1
2.089072290E0,-1.495299954E-2,9.514000267E-3,9.587600082E-2,9.750033810E-2
2.094058059E0,-1.281999983E-3,2.312600054E-2,1.094970033E-1,1.119198336E-1
2.099043900E0,1.139700040E-2,2.157999948E-2,1.230999976E-1,1.254958064E-1
2.104029515E0,-2.954900078E-2,-5.776000209E-3,9.585700184E-2,1.004742277E-1
2.109015362E0,1.121699996E-2,-5.750999786E-3,1.094769984E-1,1.102003098E-1
2.114001222E0,-1.606900059E-2,-1.937800087E-2,1.367180049E-1,1.390163033E-1
2.118987068E0,-2.791699953E-2,-5.539000034E-3,1.231099963E-1,1.263570757E-1
2.123972837E0,-2.777400054E-2,8.047999814E-3,1.094909981E-1,1.132450620E-1
2.128958755E0,-4.600000102E-4,-5.485000089E-3,8.225099742E-2,8.243496469E-2
2.133944294E0,-4.900000058E-4,-3.267600015E-2,1.094919965E-1,1.142648606E-1
2.138930367E0,-4.990000161E-4,-5.179999862E-3,1.094930023E-1,1.096165998E-1
2.143915982E0,-2.772900090E-2,-5.255999975E-3,1.094930023E-1,1.130718381E-1
2.148901828E0,-4.769999941E-4,-5.315000191E-3,1.231129989E-1,1.232285976E-1
2.153887607E0,1.310699992E-2,-5.324000027E-3,1.367329955E-1,1.374629058E-1
2.158873453E0,-5.649999948E-4,-4.989000037E-3,1.094949991E-1,1.096100550E-1
2.163859299E0,-6.510000094E-4,-4.958000034E-3,1.367360055E-1,1.368274124E-1
2.168845159E0,-6.479999865E-4,-1.857800037E-2,1.367360055E-1,1.379938303E-1
2.173830774E0,-2.773699909E-2,-4.962999839E-3,1.094959974E-1,1.130634598E-1
2.178816640E0,1.227200031E-2,-4.705000203E-3,1.231129989E-1,1.238125580E-1
2.183802409E0,-1.331000007E-3,-4.730000161E-3,1.231120005E-1,1.232100204E-1
2.188788255E0,1.229699980E-2,-1.835400052E-2,1.094919965E-1,1.116986250E-1
2.193773865E0,1.230600011E-2,-4.687999841E-3,1.094930023E-1,1.102820590E-1
2.198759942E0,2.422099933E-2,8.325999603E-3,1.230959967E-1,1.257322690E-1
2.203745789E0,-3.134000115E-3,-5.402999930E-3,9.585499763E-2,9.605828927E-2
2.208731409E0,-1.675900072E-2,-1.913000084E-2,8.223299682E-2,8.607605244E-2
2.213717255E0,-3.083999967E-3,-5.566999782E-3,6.861300021E-2,6.890752020E-2
2.218703024E0,2.254600078E-2,-3.058299981E-2,5.499999970E-2,6.684790195E-2
2.223688640E0,8.725999855E-3,-1.664699987E-2,1.094809994E-1,1.110826490E-1
2.228674717E0,8.666000329E-3,-1.670899987E-2,9.586100280E-2,9.769146379E-2
2.233660341E0,-4.949000198E-3,-3.194000106E-3,5.499799922E-2,5.531251357E-2
2.238646187E0,-4.670999944E-3,-1.573400013E-2,4.138800129E-2,4.452351796E-2
2.243632033E0,-3.178000078E-2,-1.572100073E-2,2.776899934E-2,4.503593718E-2
2.248617798E0,-4.515999928E-3,1.147199981E-2,4.138899967E-2,4.318622846E-2
2.253603644E0,-1.817199960E-2,-2.199999988E-3,4.138899967E-2,4.525605886E-2
2.258589476E0,-1.698799990E-2,1.063000038E-2,5.501100048E-2,5.854741005E-2
2.263575322E0,-3.057200089E-2,1.054900046E-2,8.224999905E-2,8.837981100E-2
2.268560928E0,-3.069199994E-2,-3.081999952E-3,8.224999905E-2,8.784395214E-2
2.273546774E0,-3.073699959E-2,-3.133000107E-3,6.862899661E-2,7.526299229E-2
2.278532543E0,-1.599299908E-2,9.720000438E-3,4.138899967E-2,4.542360313E-2
2.283518389E0,-4.315299913E-2,2.330899984E-2,2.776899934E-2,5.636140640E-2
2.288504235E0,-4.317599908E-2,2.335000038E-2,8.225099742E-2,9.578421577E-2
2.293490086E0,-2.963499911E-2,2.325900085E-2,1.094899997E-1,1.157897851E-1
2.298475702E0,-4.052300006E-2,2.160800062E-2,1.503580064E-1,1.572149780E-1
2.303461779E0,-2.666000091E-2,2.130500041E-2,1.231160015E-1,1.277583990E-1
2.308447322E0,-4.023699835E-2,7.606000174E-3,1.503559947E-1,1.558325782E-1
2.313433245E0,-2.659800090E-2,2.127300017E-2,1.231160015E-1,1.277401425E-1
2.318419015E0,-1.213799976E-2,1.981200092E-2,1.503520012E-1,1.521366842E-1
2.323404861E0,-2.566099912E-2,6.002999842E-3,1.503510028E-1,1.526432014E-1
2.328390476E0,-2.559000067E-2,5.987999961E-3,1.775919944E-1,1.795261005E-1
2.333376322E0,-1.195000019E-2,5.948000122E-3,2.048330009E-1,2.052674827E-1
2.338362168E0,1.477999962E-3,5.419000052E-3,2.048279941E-1,2.049049956E-1
2.343348015E0,-2.581799962E-2,5.282000173E-3,1.912059933E-1,1.930134723E-1
2.348333789E0,-2.581400052E-2,5.326000042E-3,2.048259974E-1,2.065149343E-1
2.353319635E0,-2.575499937E-2,5.388000049E-3,1.912070066E-1,1.930089892E-1
2.358305259E0,1.321000047E-3,4.962999839E-3,1.775829941E-1,1.776572436E-1
2.363291106E0,1.493600011E-2,-8.689000271E-3,1.775819957E-1,1.784207052E-1
2.368276952E0,-1.229400001E-2,-8.728999645E-3,2.184430063E-1,2.189627477E-1
2.373262717E0,-2.580999956E-2,-8.863000199E-3,2.184419930E-1,2.201399854E-1
2.378248563E0,1.272000023E-3,-8.413000032E-3,1.775840074E-1,1.777877280E-1
2.383234404E0,-1.235399954E-2,-8.258000016E-3,1.639640033E-1,1.646359932E-1
2.388220020E0,1.230000053E-3,-2.170599997E-2,1.775850058E-1,1.789108650E-1
2.393205866E0,-1.242799964E-2,-2.167800069E-2,1.639650017E-1,1.658581101E-1
2.398191707E0,1.373699959E-2,-3.313399851E-2,1.503539979E-1,1.545732568E-1
2.403177476E0,1.364200003E-2,-1.928400062E-2,1.775960028E-1,1.791600320E-1
2.408163322E0,2.200000017E-5,-1.924400032E-2,1.367350072E-1,1.380825630E-1
2.413149174E0,-2.711199969E-2,-1.913500018E-2,1.094959974E-1,1.144140822E-1
2.418134789E0,-1.259300020E-2,-1.786700077E-2,1.095120013E-1,1.116722517E-1
2.423120635E0,1.169999945E-3,-3.134800121E-2,8.227399737E-2,8.805155718E-2
2.428106385E0,1.239000005E-3,-4.077999853E-3,8.227399737E-2,8.238431796E-2
2.433092309E0,1.249999972E-3,-1.763699949E-2,8.227399737E-2,8.415246220E-2
2.438078078E0,-1.153900009E-2,-3.726999974E-3,6.866300106E-2,6.972551016E-2
2.443063924E0,2.163999947E-3,-3.593999892E-3,6.866399944E-2,6.879203842E-2
2.448049539E0,1.579600014E-2,-1.719000004E-2,5.504500121E-2,5.979098494E-2
2.453035385E0,2.130999928E-3,-3.079799935E-2,5.619999720E-4,3.087675127E-2
2.458021155E0,-1.077700034E-2,-1.603499986E-2,1.419799961E-2,2.397599111E-2
2.463007096E0,-1.074900012E-2,1.128000021E-2,5.770000280E-4,1.559206008E-2
2.467992942E0,-1.083500031E-2,-2.416000003E-3,2.781699970E-2,2.995028815E-2
2.472978711E0,2.997500077E-2,-2.368000103E-3,4.143700004E-2,5.119700253E-2
2.477964342E0,2.797700092E-2,-2.160999924E-3,1.418399997E-2,3.144150690E-2
2.482950188E0,-1.303500030E-2,1.139399968E-2,-2.667699941E-2,3.180246467E-2
2.487935971E0,-2.671499923E-2,2.497000061E-2,-5.391899869E-2,6.514944769E-2
2.492921894E0,4.330000083E-4,2.497800067E-2,2.780099958E-2,3.737624358E-2
2.497907663E0,3.530000104E-4,1.060700044E-2,1.417499967E-2,1.770772947E-2
2.502893515E0,4.459999909E-4,1.049599983E-2,5.540000275E-4,1.052006865E-2
2.507879361E0,-2.677500062E-2,-1.683899947E-2,5.530000199E-4,3.163476521E-2
2.512865197E0,-1.319199987E-2,-3.353999928E-3,-1.306799985E-2,1.886930831E-2
2.517850812E0,-1.243900042E-2,9.541999549E-3,5.510000046E-4,1.568700379E-2
2.522836658E0,1.128999982E-3,9.534000419E-3,1.417199988E-2,1.711775060E-2
2.527822409E0,2.833200060E-2,9.452999569E-3,5.503100157E-2,6.261367736E-2
2.532808255E0,1.059000031E-3,9.317999706E-3,8.227100223E-2,8.280377049E-2
2.537793870E0,1.012000022E-3,8.628999814E-3,6.864599884E-2,6.919361920E-2
2.542779947E0,2.835500054E-2,8.581000380E-3,4.140400141E-2,5.091101017E-2
2.547765563E0,1.475900039E-2,8.689999580E-3,6.864599884E-2,7.075038757E-2
2.552751423E0,1.468100026E-2,8.623000234E-3,1.231260002E-1,1.242976260E-1
2.557737269E0,3.906700015E-2,-4.697999917E-3,1.639710069E-1,1.686261925E-1
2.562723038E0,2.512999997E-2,-4.604999907E-3,1.912090033E-1,1.929082836E-1
2.567708851E0,2.511199936E-2,8.991999552E-3,2.320699990E-1,2.335978446E-1
2.572694697E0,-1.577600092E-2,3.624299914E-2,2.184499949E-1,2.219973817E-1
2.577680327E0,2.329500020E-2,-1.712300070E-2,1.775860041E-1,1.799239924E-1
2.582666173E0,3.666099906E-2,-3.283000086E-3,1.912059933E-1,1.947165602E-1
2.587652019E0,2.298299968E-2,-1.696100086E-2,2.456859946E-1,2.473408615E-1
2.592637798E0,2.294999920E-2,-1.695599966E-2,2.320660055E-1,2.338136850E-1
2.597623645E0,-4.145000130E-3,-3.060000017E-3,2.456890047E-1,2.457430195E-1
2.602609269E0,9.414999746E-3,-1.659600064E-2,2.593109906E-1,2.600120368E-1
2.607595346E0,-3.143399954E-2,-3.015000001E-2,2.593109906E-1,2.629435465E-1
2.612580884E0,-1.784200035E-2,-3.008900024E-2,2.456910014E-1,2.481687996E-1
2.617566788E0,-4.231199995E-2,-1.553399954E-2,2.729580104E-1,2.766544522E-1
2.622552558E0,-4.201899841E-2,-2.896199934E-2,2.593410015E-1,2.643144882E-1
2.627538404E0,-5.559099838E-2,-1.517700031E-2,2.593420148E-1,2.656670493E-1
2.632524255E0,-4.190599918E-2,-1.501999982E-2,2.457239926E-1,2.497238349E-1
2.637510101E0,-5.194900185E-2,-1.401599962E-2,2.185170054E-1,2.250440595E-1
2.642495717E0,-2.428900078E-2,-1.387399994E-2,1.640399992E-1,1.664078267E-1
2.647481572E0,-5.146799982E-2,-1.386300009E-2,1.095589995E-1,1.218372363E-1
2.652467341E0,-5.145100132E-2,-2.960000129E-4,1.504189968E-1,1.589753684E-1
2.657453279E0,-3.546199948E-2,-3.760000109E-4,1.640570015E-1,1.678463420E-1
2.662439048E0,-3.525599837E-2,-1.396500040E-2,1.640589982E-1,1.683845645E-1
2.667424880E0,-2.159699984E-2,-3.950000100E-4,1.231980026E-1,1.250773132E-1
2.672410495E0,5.754000042E-3,-4.539999936E-4,9.595700353E-2,9.613043826E-2
2.677396351E0,-7.426999975E-3,1.221700013E-2,4.147199914E-2,4.386732421E-2
2.682382120E0,6.206999999E-3,-1.507399976E-2,1.422999986E-2,2.163897441E-2
2.687367967E0,1.989299990E-2,-1.560000004E-3,4.146999866E-2,4.602092822E-2
2.692353794E0,1.991800033E-2,1.199499983E-2,4.146999866E-2,4.754332284E-2
2.697339640E0,3.135500103E-2,1.116000023E-2,5.506699905E-2,6.434326755E-2
2.702325259E0,1.758000068E-2,-2.549000084E-3,4.144499823E-2,4.509148150E-2
2.707311105E0,4.052000120E-3,-2.561999951E-3,5.849999725E-4,4.829572827E-3
2.712296875E0,3.141099960E-2,-2.566999989E-3,-5.389500037E-2,6.243325596E-2
2.717282813E0,2.935199998E-2,-1.514200028E-2,-2.666099928E-2,4.244559999E-2
2.722268659E0,1.549199969E-2,-1.374999993E-3,-5.390100181E-2,5.610000602E-2
2.727254428E0,4.271899909E-2,-1.410000026E-3,-6.752300262E-2,7.991405925E-2
2.732240049E0,4.273400083E-2,-1.513199974E-2,-2.666199952E-2,5.259310280E-2
2.737225895E0,1.441999990E-2,-1.416200027E-2,4.143799841E-2,4.610429873E-2
2.742211679E0,4.152400047E-2,-4.920000210E-4,5.770000280E-4,4.153092351E-2
2.747197525E0,1.424000040E-2,-1.405899972E-2,-1.304200012E-2,2.388570392E-2
2.752183371E0,1.420999970E-2,-4.339999869E-4,-1.304200012E-2,1.929264665E-2
2.757169202E0,-1.215600036E-2,-4.980000085E-4,1.420299988E-2,1.870137841E-2
2.762155049E0,1.514500007E-2,-4.529999860E-4,4.144399986E-2,4.412687798E-2
2.767140895E0,1.517099980E-2,-4.440000048E-4,5.506499857E-2,5.711838967E-2
2.772126544E0,2.872099914E-2,1.313200034E-2,8.230499923E-2,8.815587401E-2
2.777112313E0,1.443000045E-3,-5.000000237E-4,8.230400085E-2,8.231816814E-2
2.782098131E0,1.507799979E-2,1.316899993E-2,5.506400019E-2,5.859021039E-2
2.787083977E0,1.475000056E-3,1.322299987E-2,2.782399952E-2,3.084150289E-2
2.792069592E0,1.446999959E-3,-1.405700017E-2,4.144399986E-2,4.378696366E-2
2.797055438E0,-1.150999963E-2,-4.839999892E-4,1.367910057E-1,1.372752476E-1
2.802041284E0,-2.509099990E-2,2.670600079E-2,2.321330011E-1,2.350074445E-1
2.807027131E0,2.171000000E-3,1.308200043E-2,2.185129970E-1,2.189150106E-1
2.812012972E0,-1.142800041E-2,-4.889999982E-4,1.640309989E-1,1.644293372E-1
2.816998741E0,-1.071800012E-2,-1.311499998E-2,1.231850013E-1,1.243439717E-1
2.821984587E0,-2.424900047E-2,-1.301699970E-2,1.231859997E-1,1.262230043E-1
2.826970203E0,2.972000046E-3,6.089999806E-4,1.776680052E-1,1.776939046E-1
2.831956049E0,1.656199992E-2,6.500000018E-4,2.185290009E-1,2.191566713E-1
2.836941905E0,1.538100000E-2,1.320200041E-2,2.593719959E-1,2.601628341E-1
2.841927751E0,2.880400047E-2,-5.779999774E-4,2.457489967E-1,2.474319582E-1
2.846913520E0,2.875199914E-2,-6.500000018E-4,2.321269959E-1,2.339017789E-1
2.851899357E0,1.519099995E-2,-1.428500004E-2,1.912669986E-1,1.924003443E-1
2.856884972E0,1.508999965E-3,-5.750000128E-4,1.367859989E-1,1.367955307E-1
2.861871035E0,1.425000024E-3,1.308900025E-2,1.367859989E-1,1.374182013E-1
2.866856573E0,1.477999962E-3,-5.840000231E-4,1.640260071E-1,1.640337055E-1
2.871842496E0,-1.216599997E-2,-1.431600004E-2,2.048870027E-1,2.057465511E-1
2.876828280E0,-1.157000009E-2,-1.345300023E-2,1.776569933E-1,1.785409067E-1
2.881814126E0,2.125000115E-3,1.950000005E-4,1.504170001E-1,1.504321360E-1
2.886799741E0,2.104999963E-3,2.733400092E-2,1.231750026E-1,1.261889849E-1
2.891785804E0,1.573899947E-2,2.731500007E-2,1.095549986E-1,1.140005397E-1
2.896771343E0,1.904999954E-3,5.199999941E-5,9.593299776E-2,9.595192436E-2
2.901757270E0,1.851000008E-3,1.366300043E-2,9.593199939E-2,9.691776044E-2
2.906743039E0,1.857999945E-3,1.365400013E-2,5.507100001E-2,5.676882001E-2
2.911728885E0,-1.174699981E-2,1.354900002E-2,8.231099695E-2,8.424172140E-2
2.916714501E0,1.669000019E-3,2.526599914E-2,1.095340028E-1,1.124226581E-1
2.921700577E0,-2.571799979E-2,-2.121000085E-3,9.591200203E-2,9.932283870E-2
2.926686198E0,-1.209999993E-2,-1.585399918E-2,5.505000055E-2,5.855136078E-2
2.931672044E0,1.626000041E-3,2.490100078E-2,2.780999988E-2,3.736441903E-2
2.936657813E0,-2.389100008E-2,1.048900001E-2,6.867700070E-2,7.346651912E-2
2.941643659E0,-2.370800078E-2,-3.300999990E-3,9.591700137E-2,9.885867212E-2
2.946629275E0,3.562000114E-3,-3.408000106E-3,1.231570020E-1,1.232556265E-1
2.951615352E0,-1.009199955E-2,-3.407000098E-3,1.231570020E-1,1.236167596E-1
2.956600967E0,-2.214599960E-2,-2.879999951E-2,9.594299644E-2,1.025911489E-1
2.961586813E0,-8.264999837E-3,-1.498000044E-2,4.146499932E-2,4.485595617E-2
2.966572583E0,-8.225999773E-3,-1.322000055E-3,1.422499958E-2,1.648530769E-2
2.971558429E0,-8.306999691E-3,-1.487800013E-2,2.784500085E-2,3.264514059E-2
2.976544275E0,-7.790000178E-3,-1.395799965E-2,6.871700287E-2,7.055165725E-2
2.981530121E0,5.892000161E-3,1.338899974E-2,1.095789969E-1,1.105510630E-1
2.986515751E0,5.818000063E-3,-2.050000039E-4,1.095800027E-1,1.097345349E-1
